架次,起点,终点,剩余载荷（kg）,剩余体积（m3）,水平距离（m）,DEM最高（m）,巡航海拔（m）,爬升（m）,下降（m）,航段开始（s）,航段结束（s）,飞行时间（s）,能耗（kWh）
Q2T001,O01,S013,17.0,0.039,4848.706999909886,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,360.0,873.5455873948342,513.5455873948342,1.0724014185184627
Q2T001,S013,O01,0,0,4848.706999909886,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,1083.5455873948342,1612.0245081230019,528.4789207281675,0.8853466459234836
Q2T002,O01,S013,22.0,0.055,4848.706999909886,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,360.0,873.5455873948342,513.5455873948342,1.139887205440398
Q2T002,S013,S012,14.0,0.027,2863.945872700185,386.5263671875,436.5263671875,84.82636718750001,156.7263671875,1053.5455873948342,1383.1737460573497,329.62815866251543,0.5896370483421552
Q2T002,S012,O01,0,0,7398.4495612874725,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,1563.1737460573497,2338.45193907154,775.2781930141904,1.3670894137706808
Q2T003,O01,S006,17.0,0.039,3181.0333082558936,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,360.0,725.0711912153349,365.07119121533486,0.723409333042651
Q2T003,S006,O01,0,0,3181.0333082558936,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,935.0711912153349,1312.6157157640032,377.5445245486682,0.5861763605653048
Q2T004,O01,S014,25.0,0.067,5410.917094369381,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,390.0,1001.8558906011879,611.8558906011879,1.3050440730861401
Q2T004,S014,O01,0,0,5410.917094369381,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,1241.8558906011879,1868.5984478690425,626.7425572678545,0.8322628869572777
Q2T005,O01,S001,25.0,0.067,3063.4113262888936,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,390.0,678.3022691647022,288.3022691647023,0.6988394515966786
Q2T005,S001,S002,14.0,0.027,4375.117473108587,259.2448425292969,309.2448425292969,125.24484252929688,89.74484252929688,888.3022691647022,1257.622985226759,369.32071606205676,0.7613709092500387
Q2T005,S002,O01,0,0,7435.278518339014,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,1437.622985226759,2035.6280061596467,598.0050209328875,1.0841890132080965
Q2T006,O01,S002,67.0,0.184,7435.278518339014,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,510.0,1122.9140632912859,612.9140632912859,3.989313190971426
Q2T006,S002,O01,0,0,7435.278518339014,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,1554.9140632912859,2177.0081265825715,622.0940632912858,2.311443314941289
Q2T007,O01,S001,72.0,0.164,3063.4113262888936,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,480.0,786.8983708492726,306.8983708492726,1.8227786120112939
Q2T007,S001,O01,0,0,3063.4113262888936,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,1182.8983708492726,1495.4267416985454,312.5283708492726,0.9661482121351055
Q2T008,O01,S006,79.0,0.218,3181.0333082558936,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,2035.4267416985454,2368.503684335527,333.07694263698147,2.209778934857733
Q2T008,S006,S007,45.0,0.129,2516.493361922941,540.361328125,590.361328125,275.561328125,241.861328125,2656.503684335527,3055.425103776223,398.92141944069607,1.1217327962782513
Q2T008,S007,O01,0,0,4533.827897987505,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,3415.425103776223,3975.206154519335,559.7810507431122,1.438271137639822
Q2T009,O01,S001,25.0,0.067,3063.4113262888936,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,2258.5984478690425,2546.900717033745,288.3022691647023,0.6988394515966786
Q2T009,S001,S012,11.0,0.04,4696.5197787275065,385.599609375,435.599609375,251.599609375,155.799609375,2726.900717033745,3186.1884158239122,459.2876987901671,0.8138572618213922
Q2T009,S012,O01,0,0,7398.4495612874725,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,3396.1884158239122,4048.159116149978,651.9707003260659,1.0897635377272221
Q2T010,O01,S010,25.0,0.067,4778.439901620956,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,2425.6280061596467,2880.4507924070335,454.82278624738666,1.1177394417806332
Q2T010,S010,O01,0,0,4778.439901620956,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,3120.4507924070335,3590.200245321087,469.74945291405334,0.7033078430157443
Q2T011,O01,S001,74.0,0.20199999999999999,3063.4113262888936,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,2717.0081265825715,3023.9064974318444,306.8983708492726,1.888476255429883
Q2T011,S001,S009,17.0,0.039,2659.3015848117507,243.22891235351562,293.2289123535156,109.22891235351562,63.228912353515625,3419.9064974318444,3672.499290870792,252.59279343894744,0.8997340662165406
Q2T011,S009,O01,0,0,5722.680393214659,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,3924.499290870792,4414.067338203266,489.56804733247463,1.7775520768637643
Q2T012,O01,S006,25.0,0.067,3181.0333082558936,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,3980.2002453210866,4292.2542147321565,312.05396941106994,0.755463032534447
Q2T012,S006,S003,17.0,0.039,4808.574653986464,612.3626708984375,662.3626708984375,347.5626708984375,323.8626708984375,4472.2542147321565,5038.225150323442,565.9709355912851,0.9484829110455244
Q2T012,S003,S015,3.0,0.012,2614.359861016823,437.89886474609375,487.89886474609375,149.39886474609375,13.39886474609375,5218.225150323442,5447.674975205032,229.44982488159027,0.4170606105035863
Q2T012,S015,O01,0,0,6019.113948538092,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,5627.674975205032,6239.02202571304,611.3470505080082,0.8838097137302899
Q2T013,O01,S003,67.0,0.184,7261.075570364734,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,4485.2061545193355,5254.571583575552,769.3654290562166,4.029055636774576
Q2T013,S003,O01,0,0,7261.075570364734,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,5686.571583575552,6477.017012631768,790.4454290562165,2.2932526735471885
Q2T014,O01,S011,25.0,0.067,2817.1517251515784,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,4438.159116149978,4715.161185098886,277.0020689489073,0.6542394187282041
Q2T014,S011,S008,17.0,0.039,5348.227792490419,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,4895.161185098886,5375.4551407961635,480.293955697278,0.9972808749320892
Q2T014,S008,O01,0,0,8109.473184928188,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,5585.4551407961635,6258.173530126663,672.718389330499,1.1835911734133422
Q2T015,O01,S004,59.0,0.156,7745.662441501828,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,5196.796346933932,5906.359092667843,709.562745733911,3.748680518186259
Q2T015,S004,O01,0,0,7745.662441501828,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,6302.359092667843,7021.9818384017535,719.622745733911,2.428238511705282
Q2T016,O01,S011,25.0,0.067,2817.1517251515784,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,6629.02202571304,6906.024094661948,277.0020689489073,0.6542394187282041
Q2T016,S011,S009,8.0,0.028,4326.923433446028,265.66766357421875,315.66766357421875,103.56766357421876,85.66766357421875,7116.024094661948,7473.2752768461105,357.25118218416225,0.6855142837842676
Q2T016,S009,O01,0,0,5722.680393214659,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,7653.2752768461105,8122.075172119666,468.7998952735554,0.8330805219878709
Q2T017,O01,S005,73.0,0.183,5302.020131150288,276.410888671875,326.410888671875,198.710888671875,131.410888671875,6987.017012631768,7485.674821179808,498.65780854804007,3.181840556268993
Q2T017,S005,S015,14.0,0.027,3749.6324822589095,568.6133422851562,618.6133422851562,423.61334228515625,144.11334228515625,7881.674821179808,8373.15232805371,491.47750687390123,1.3355924948658475
Q2T017,S015,O01,0,0,6019.113948538092,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,8589.15232805371,9251.395921123567,662.2435930698572,1.8777757818038485
